supply_id,material_id,quantity,factory_id,reposition,leadtime,discontinued,inventory_centre_id,should_sell,material_localization_id,material_name
17.792,7.447,0,4,FALSE,10,FALSE,10,TRUE,,Case Case Silicone Blue / iPhone 11
6.336,2.125,0,4,FALSE,10,FALSE,10,TRUE,,Necessaire Necessaire Trip Mosaico
17.794,7.451,0,4,FALSE,10,FALSE,10,TRUE,,Case Case Silicone Blue / iPhone 12
6.338,2.507,0,4,FALSE,10,FALSE,10,TRUE,,Necessaire Necessaire Trip Ramos Rose
20.609,8.342,0,4,FALSE,10,FALSE,10,TRUE,,Garrafa Garrafa Térmica Fresh Bege - WaitList / Garrafa Térmica Fresh 650ml
6.340,2.131,0,4,FALSE,10,FALSE,10,TRUE,,Necessaire Necessaire Trip World Trip
12.343,5.580,0,4,FALSE,10,FALSE,11,TRUE,,Case Duo Lilás Transparente / iPhone 14
5.770,3.743,0,4,FALSE,10,FALSE,10,TRUE,,Lunch Bag Lancheira Square - Mapa Mundi Rosa
6.403,3.887,0,4,FALSE,10,FALSE,10,TRUE,,Lunch Bag Lancheira Térmica Glam - Pattern amarelo
17.793,7.451,0,4,FALSE,10,FALSE,11,TRUE,,Case Case Silicone Blue / iPhone 12
5.928,3.524,0,4,FALSE,10,FALSE,10,TRUE,,Gift Suporte de Celular Metálico
6.406,3.889,0,4,FALSE,10,FALSE,11,TRUE,,Lunch Bag Lancheira Térmica Glam - Stitch turquesa
14.756,6.510,0,4,FALSE,10,FALSE,11,TRUE,,Gift Gift Soho Double - Minimal Rose
21.589,8.601,0,4,FALSE,10,FALSE,10,TRUE,,Mala Joy CD Mala Joy Chumbo - Waitlist / Mala Joy CH
20.610,8.343,0,4,FALSE,10,FALSE,11,TRUE,,Garrafa Garrafa Térmica Fresh Cinza - WaitList / Garrafa Térmica Fresh 650ml
17.796,7.459,0,4,FALSE,10,FALSE,10,TRUE,,Case Case Silicone Blue / iPhone 13
21.590,8.602,0,4,FALSE,10,FALSE,11,TRUE,,Mala Joy CD Mala Joy Bege / Alça Rosa - Waitlist / Mala Joy CH
20.611,8.343,0,4,FALSE,10,FALSE,10,TRUE,,Garrafa Garrafa Térmica Fresh Cinza - WaitList / Garrafa Térmica Fresh 650ml
6.346,1.315,0,4,FALSE,10,FALSE,10,TRUE,,Transfer Cable Custom Rose / Micro USB Custom
6.344,1.314,0,4,FALSE,10,FALSE,10,TRUE,,Transfer Cable Custom Rose / Lightning Custom
14.757,6.510,0,4,FALSE,10,FALSE,10,TRUE,,Gift Gift Soho Double - Minimal Rose
21.591,8.602,0,4,FALSE,10,FALSE,10,TRUE,,Mala Joy CD Mala Joy Bege / Alça Rosa - Waitlist / Mala Joy CH
20.613,8.344,0,4,FALSE,10,FALSE,10,TRUE,,Garrafa Garrafa Térmica Fresh Marrom - WaitList / Garrafa Térmica Fresh 650ml
6.323,2.457,0,4,FALSE,10,FALSE,11,TRUE,,Backpack Mochila Color Preta Poeira das Estrelas
18.307,7.646,0,4,FALSE,10,FALSE,10,TRUE,,Tampa CD Fresh Rosa / Tampa Fresh Checkbox
6.350,3.480,0,4,FALSE,10,FALSE,10,TRUE,,Case Anti Impacto Pro Rosa / iPhone X
21.592,8.603,0,4,FALSE,10,FALSE,11,TRUE,,Mala Joy CD Mala Joy Amora - Waitlist / Mala Joy CH
14.758,6.511,0,4,FALSE,10,FALSE,11,TRUE,,Gift Gift Soho Double - Minimal Black
20.614,8.345,0,4,FALSE,10,FALSE,11,TRUE,,Garrafa Garrafa Térmica Fresh Verde - WaitList / Garrafa Térmica Fresh 650ml
20.616,8.346,0,4,FALSE,10,FALSE,11,TRUE,,Garrafa Garrafa Térmica Fresh Verde Claro - WaitList / Garrafa Térmica Fresh 650ml
6.407,3.889,0,4,FALSE,10,FALSE,10,TRUE,,Lunch Bag Lancheira Térmica Glam - Stitch turquesa
6.366,1.483,0,4,FALSE,10,FALSE,10,TRUE,,Necessaire Necessaire Makeup Flores Rosê
17.798,7.463,0,4,FALSE,10,FALSE,10,TRUE,,Case Case Silicone Blue / iPhone 13 Pro Max
20.615,8.345,0,4,FALSE,10,FALSE,10,TRUE,,Garrafa Garrafa Térmica Fresh Verde - WaitList / Garrafa Térmica Fresh 650ml
5.733,3.735,0,4,FALSE,10,FALSE,11,TRUE,,Gift Gift Porta Sapatos
20.617,8.346,0,4,FALSE,10,FALSE,10,TRUE,,Garrafa Garrafa Térmica Fresh Verde Claro - WaitList / Garrafa Térmica Fresh 650ml
20.619,8.347,0,4,FALSE,10,FALSE,10,TRUE,,Garrafa Garrafa Térmica Fresh Verde Musgo - WaitList / Garrafa Térmica Fresh 650ml
17.800,7.467,0,4,FALSE,10,FALSE,10,TRUE,,Case Case Silicone Blue / iPhone 14
21.593,8.603,0,4,FALSE,10,FALSE,10,TRUE,,Mala Joy CD Mala Joy Amora - Waitlist / Mala Joy CH
21.594,8.604,0,4,FALSE,10,FALSE,11,TRUE,,Mala Joy CD Mala Joy Vinho - Waitlist / Mala Joy CH
20.621,8.348,0,4,FALSE,10,FALSE,10,TRUE,,Garrafa Garrafa Térmica Fresh Vinho - WaitList / Garrafa Térmica Fresh 650ml
8.310,4.500,0,4,FALSE,10,FALSE,11,TRUE,,Gift Gift Phone Strap - Rosa Sorrisinho
20.620,8.348,0,4,FALSE,10,FALSE,11,TRUE,,Garrafa Garrafa Térmica Fresh Vinho - WaitList / Garrafa Térmica Fresh 650ml
20.623,8.349,0,4,FALSE,10,FALSE,10,TRUE,,Garrafa Garrafa Térmica Fresh Coral - WaitList / Garrafa Térmica Fresh 650ml
20.622,8.349,0,4,FALSE,10,FALSE,11,TRUE,,Garrafa Garrafa Térmica Fresh Coral - WaitList / Garrafa Térmica Fresh 650ml
18.042,7.561,65,4,FALSE,10,FALSE,11,TRUE,,NFC Case Silicone Black / iPhone 14 Pro Max NFC
6.368,2.724,0,4,FALSE,10,FALSE,10,TRUE,,Backpack Mochila Moove Floral Lines
17.802,7.471,0,4,FALSE,10,FALSE,10,TRUE,,Case Case Silicone Blue / iPhone 14 Pro
20.625,8.350,0,4,FALSE,10,FALSE,10,TRUE,,Garrafa Garrafa Térmica Fresh Azul Turquesa - WaitList / Garrafa Térmica Fresh 650ml
11.971,5.289,0,4,FALSE,10,FALSE,11,TRUE,,Case Anti Impacto Slim Rosa Melissa / iPhone XR
4.650,3.259,0,4,FALSE,10,FALSE,11,TRUE,,Crossbody Bag Crossbody Shoulder Disney Mix de Cores
6.572,3.459,0,4,FALSE,10,FALSE,11,TRUE,,Gift Caixa Coleção Bahia
21.595,8.604,0,4,FALSE,10,FALSE,10,TRUE,,Mala Joy CD Mala Joy Vinho - Waitlist / Mala Joy CH
21.596,8.605,0,4,FALSE,10,FALSE,11,TRUE,,Mala Joy CD Mala Joy Vermelho - Waitlist / Mala Joy CH
5.271,617,0,4,FALSE,10,FALSE,10,TRUE,,Case Glitter Rose / iPhone 6/7/8 Plus
18.580,7.725,14,4,FALSE,10,FALSE,10,TRUE,,Mochila Rodinhas BTS Mochila de Rodinhas BTS Preta B2B
6.372,2.730,0,4,FALSE,10,FALSE,10,TRUE,,Backpack Mochila Fun Classical Rose Black
6.374,2.744,0,4,FALSE,10,FALSE,10,TRUE,,Backpack Mochila Fun World Trip
21.597,8.605,0,4,FALSE,10,FALSE,10,TRUE,,Mala Joy CD Mala Joy Vermelho - Waitlist / Mala Joy CH
17.804,7.478,0,4,FALSE,10,FALSE,10,TRUE,,Case Case Silicone Blue / iPhone 14 Pro Max
21.598,8.606,0,4,FALSE,10,FALSE,11,TRUE,,Mala Joy CD Mala Joy Bege / Alça Marrom - Waitlist / Mala Joy CH
12.144,5.414,5,4,FALSE,10,FALSE,10,TRUE,,Case Duo P&B / iPhone 14 Pro Max
21.599,8.606,0,4,FALSE,10,FALSE,10,TRUE,,Mala Joy CD Mala Joy Bege / Alça Marrom - Waitlist / Mala Joy CH
5.270,613,0,4,FALSE,10,FALSE,10,TRUE,,Case Glitter Rose / iPhone 6/7/8
12.466,3.661,0,4,FALSE,10,FALSE,33,TRUE,,Accessory Bag Porta Acessórios Cute - Rosa
5.334,2.718,0,4,FALSE,10,FALSE,10,TRUE,,Case Glitter Rose / Samsung Galaxy S10 Plus
6.400,3.890,0,4,FALSE,10,FALSE,11,TRUE,,Lunch Bag Lancheira Térmica Glam - Rostinhos
6.574,3.462,0,4,FALSE,10,FALSE,11,TRUE,,Gift Caixa Coleção Fortaleza
13.123,5.728,0,4,FALSE,10,FALSE,10,TRUE,,Case Duo Rosa Transparente / iPhone 12 Pro
12.418,5.397,0,4,FALSE,10,FALSE,10,TRUE,,Case Duo Azul / iPhone XR
5.274,1.010,0,4,FALSE,10,FALSE,10,TRUE,,Case Standard / Samsung Galaxy J6
5.467,1.419,0,4,FALSE,10,FALSE,10,TRUE,,Necessaire Necessaire Makeup Jardim Vintage
5.468,952,0,4,FALSE,10,FALSE,10,TRUE,,Necessaire Necessaire Makeup Mapa Mundi Rosa
5.460,3.588,0,4,FALSE,10,FALSE,10,TRUE,,Lunch Bag Lancheira Térmica Glam - Black Garden
13.264,5.752,0,4,FALSE,10,FALSE,10,TRUE,,Necessaire Necessaire Makeup Double - Rosa [ANTIGO]
16.154,6.934,0,4,FALSE,10,FALSE,10,TRUE,,Gift Capa Bolsa Impermeavel Celular Transparente Universal
6.327,2.510,0,4,FALSE,10,FALSE,11,TRUE,,Necessaire Necessaire Trip Ao Infinito e Alem
17.806,7.482,0,4,FALSE,10,FALSE,10,TRUE,,Case Case Silicone Blue / iPhone 15
17.999,7.505,27,4,FALSE,10,FALSE,10,TRUE,,NFC Case Silicone Blue / iPhone 12 NFC
5.275,1.886,0,4,FALSE,10,FALSE,10,TRUE,,Case Standard / Samsung Galaxy S10 Plus
5.498,3.629,0,4,FALSE,10,FALSE,10,TRUE,,Gift Álcool em Gel Colorido
6.063,2.983,0,4,FALSE,10,FALSE,10,TRUE,,Clutch Clutch Job Grid Preta
5.278,3.478,0,4,FALSE,10,FALSE,10,TRUE,,Gift Kit Self Light + Suporte de Celular Vermelho
12.222,5.413,0,4,FALSE,10,FALSE,11,TRUE,,Case Duo P&B / iPhone 14 Max
5.480,265,0,4,FALSE,10,FALSE,10,TRUE,,Case Color Black / iPhone X
17.808,7.483,0,4,FALSE,10,FALSE,10,TRUE,,Case Case Silicone Blue / iPhone 15 Pro
5.214,3.423,0,4,FALSE,10,FALSE,10,TRUE,,Gift Necessaire Holographic
5.500,2.677,0,4,FALSE,10,FALSE,10,TRUE,,Case Standard / Motorola One Vision
6.103,3.196,0,4,FALSE,10,FALSE,10,TRUE,,Case Anti Impacto Pro Preta / iPhone XR
17.807,7.483,0,4,FALSE,10,FALSE,11,TRUE,,Case Case Silicone Blue / iPhone 15 Pro
12.205,5.468,0,4,FALSE,10,FALSE,10,TRUE,,Case Deluxe Slim Preto / iPhone 14 Plus
6.405,3.891,0,4,FALSE,10,FALSE,10,TRUE,,Lunch Bag Lancheira Térmica Glam - Minnie bananinhas
5.904,3.408,0,4,FALSE,10,FALSE,10,TRUE,,Case Anti Impacto Pro Standard White / iPhone 11 Pro Max
5.902,3.406,0,4,FALSE,10,FALSE,10,TRUE,,Case Anti Impacto Pro Rosé / iPhone 11 Pro Max
19.258,7.945,240,4,FALSE,10,FALSE,10,TRUE,4.697,Lunch Bag CD Midi Melancia / Midi PRO NFC
12.442,5.375,44,4,FALSE,10,FALSE,10,TRUE,4.265,Case Duo Verde&Amarelo / iPhone 12 Pro Max
12.840,5.600,0,4,FALSE,10,FALSE,10,TRUE,,Case Anti Impacto Slim Standard / iPhone 14
19.136,6.570,0,4,FALSE,10,FALSE,33,TRUE,,Case Anti Impacto Slim Air / iPhone 15 Pro
13.387,5.801,0,4,FALSE,10,FALSE,11,TRUE,,Gift DESINCHA FRUTAS VERMELHAS
6.395,2.484,0,4,FALSE,10,FALSE,10,TRUE,,Gift Porta Travel World Trip
6.552,2.307,0,4,FALSE,10,FALSE,11,TRUE,,"Clutch Case Clutch Notebook 15"" Corações Flutuantes Black No Custom"
6.412,2.891,0,4,FALSE,10,FALSE,10,TRUE,,Case Silicone Pink / iPhone 11 Pro Max
6.558,452,0,4,FALSE,10,FALSE,11,TRUE,,Backpack Mochila Planetinhas Manuscrita
6.414,1.524,0,4,FALSE,10,FALSE,10,TRUE,,Wallet Carteira Black Basic
17.810,7.489,0,4,FALSE,10,FALSE,10,TRUE,,Case Case Silicone Blue / iPhone 15 Pro Max
6.416,1.553,0,4,FALSE,10,FALSE,10,TRUE,,Wallet Carteira Pink Basic Sem Impressão
17.812,7.453,0,4,FALSE,10,FALSE,10,TRUE,,Case Case Silicone Pink / iPhone 12
12.207,5.452,0,4,FALSE,10,FALSE,10,TRUE,,Case Duo Rosa Transparente / iPhone 14 Max
12.832,5.643,0,4,FALSE,10,FALSE,10,TRUE,,Skin Nano HD Tech / Device Universal - Loja
9.012,4.637,11,4,FALSE,10,FALSE,10,TRUE,,Case Duo P&B / iPhone 13
12.950,5.703,0,4,FALSE,10,FALSE,11,TRUE,,Backpack Mochila Duo - Creme
5.933,3.740,0,4,FALSE,10,FALSE,10,TRUE,,Lunch Bag Lancheira Square -Melancia
19.088,7.863,0,4,FALSE,10,FALSE,10,TRUE,,Tote Bag CD WaitList Mini Tote Cinza com Caramelo / Mini Tote
5.943,3.755,0,4,FALSE,10,TRUE,10,TRUE,,Gift Gift Estojo Básico - Corações Flutuantes
5.935,3.752,0,4,FALSE,10,TRUE,10,TRUE,,Gift Gift Estojo Básico - Mapa Mundi Vintage
19.090,7.865,0,4,FALSE,10,FALSE,10,TRUE,,Tote Bag CD WaitList Mini Tote Off White com Caramelo / Mini Tote
5.937,3.751,0,4,FALSE,10,TRUE,10,TRUE,,Gift Gift Estojo Básico - Poeira das Estrelas
18.990,7.836,79,4,FALSE,10,FALSE,10,TRUE,,Tote Bag CD Tote Off White / Tote Bag NFC
5.939,3.756,0,4,FALSE,10,TRUE,10,TRUE,,Gift Gift Estojo Básico - Mapa Mundi Rosa
5.941,3.754,0,4,FALSE,10,TRUE,10,TRUE,,Gift Gift Estojo Básico - Classical Rosé
6.422,893,0,4,FALSE,10,FALSE,10,TRUE,,Wallet Carteira Corações Flutuantes Black
6.426,957,0,4,FALSE,10,FALSE,10,TRUE,,Wallet Carteira Poeira das Estrelas
5.969,3.179,0,4,FALSE,10,FALSE,10,TRUE,,Crossbody Bag Crossbody Shoulder Bag Poeira das Estrelas
21.245,8.472,0,4,FALSE,10,FALSE,11,TRUE,,Mochila Rodinhas BTS Kit Volta as Aulas Azul Marinho / Waitlist - Kit Volta as Aulas
9.606,4.886,0,4,FALSE,10,FALSE,11,TRUE,,Garrafa Verde Antigo / Garrafa Square
21.246,8.472,0,4,FALSE,10,FALSE,10,TRUE,,Mochila Rodinhas BTS Kit Volta as Aulas Azul Marinho / Waitlist - Kit Volta as Aulas
17.813,7.449,0,4,FALSE,10,FALSE,11,TRUE,,Case Case Silicone Pink / iPhone 11
17.814,7.449,0,4,FALSE,10,FALSE,10,TRUE,,Case Case Silicone Pink / iPhone 11
21.247,8.473,0,4,FALSE,10,FALSE,11,TRUE,,Mochila Rodinhas BTS Kit Volta as Aulas Cinza / Waitlist - Kit Volta as Aulas
17.816,7.457,0,4,FALSE,10,FALSE,10,TRUE,,Case Case Silicone Pink / iPhone 12 Pro
6.458,3.911,0,4,FALSE,10,TRUE,10,TRUE,,Gift Gift Estojo Triplo - Mapa Mundi Rosa
21.091,3.248,6,4,FALSE,10,FALSE,42,TRUE,,Travel Bag Mala Joy Mapa Mundi Rosa
